shipment_id,customer_name,origin_city,destination_city,service_type,weight_kg,shipment_date,delivery_date,cost_inr,status
SHP00235,Tata 1mg,Pune,Hyderabad,HC GOLD,18.06,2026-05-06,2026-05-12,2388.63,Delayed
SHP00236,Pathkind Labs,Hyderabad,Noida,NFO,14.32,2026-05-24,2026-06-01,1315.57,Delayed
SHP00237,CryoViva India,Kolkata,Bengaluru,HC GOLD,14.67,2026-01-12,2026-01-16,1822.53,Delivered
SHP00238,Oncquest Labs,Delhi,Noida,NFO,10.52,2026-02-04,2026-02-08,890.28,Delivered
SHP00239,Tata 1mg,Kolkata,Hyderabad,HC GOLD,16.71,2026-05-19,2026-05-25,1864.15,Delayed
SHP00240,Pathkind Labs,Pune,Kolkata,NFO,24.48,2026-01-01,2026-01-02,2246.79,Delivered
SHP00241,Suraksha Diagnostics,Kolkata,Ahmedabad,HC SILVER,6.56,2026-03-30,2026-04-04,680.14,Delivered
SHP00242,Suraksha Diagnostics,Delhi,Lucknow,HC GOLD,23.44,2026-01-05,2026-01-10,2555.13,Delivered
SHP00243,CryoViva India,Ahmedabad,Lucknow,NFO,1.58,2026-04-23,2026-04-28,146.2,Delayed
SHP00244,Pathkind Labs,Delhi,Mumbai,HC SILVER,6.24,2026-05-28,2026-06-06,648.01,Delayed
SHP00245,Metropolis Healthcare,Chennai,Mumbai,HC SILVER,24.65,2026-05-14,2026-05-16,2143.26,Delivered
SHP00246,Suraksha Diagnostics,Ahmedabad,Noida,HC GOLD,1.65,2026-03-30,,204.16,In Transit
SHP00247,Suraksha Diagnostics,Lucknow,Kolkata,NFO,9.72,2026-05-18,2026-05-22,805.7,Delivered
SHP00248,Oncquest Labs,Lucknow,Noida,HC SILVER,14.28,2026-04-17,2026-04-25,1352.67,Delayed
SHP00249,Healthians,Bengaluru,Mumbai,HC GOLD,23.09,2026-04-05,2026-04-09,2529.42,Delayed
SHP00250,Dr Lal PathLabs,Kolkata,Lucknow,HC GOLD,21.9,2026-02-18,2026-03-01,2507.78,Delayed
SHP00251,Metropolis Healthcare,Mumbai,Kolkata,HC SILVER,0.88,2026-02-18,2026-02-24,94.35,Delayed
SHP00252,Redcliffe Labs,Lucknow,Ahmedabad,NFO,6.36,2026-03-24,2026-03-27,574.21,Delivered
SHP00253,Healthians,Bengaluru,Chennai,HC GOLD,12.68,2026-01-26,,1688.87,In Transit
SHP00254,Healthians,Mumbai,Kolkata,NFO,14.28,2026-02-26,2026-02-28,1376.07,Delivered
SHP00255,Metropolis Healthcare,Ahmedabad,Kolkata,NFO,8.58,2026-04-08,,701.17,In Transit
SHP00256,Healthians,Pune,Lucknow,NFO,20.63,2026-06-14,2026-06-20,1652.4,Delivered
SHP00257,Oncquest Labs,Lucknow,Pune,NFO,22.29,2026-06-14,2026-06-17,2102.62,Delayed
SHP00258,CryoViva India,Gurugram,Lucknow,HC GOLD,10.6,2026-06-11,2026-06-13,1147.71,Delivered
SHP00259,Healthians,Pune,Hyderabad,NFO,16.12,2026-06-07,2026-06-16,1238.57,Delayed
SHP00260,Suraksha Diagnostics,Pune,Ahmedabad,NFO,13.47,2026-03-12,2026-03-20,1223.39,Delivered
SHP00261,Tata 1mg,Noida,Gurugram,HC GOLD,6.4,2026-06-08,2026-06-13,742.53,Delivered
SHP00262,Healthians,Kolkata,Gurugram,HC SILVER,11.75,2026-03-04,2026-03-06,1241.23,Delivered
SHP00263,CryoViva India,Chandigarh,Lucknow,NFO,9.79,2026-05-22,2026-05-26,895.15,Delivered
SHP00264,Suraksha Diagnostics,Gurugram,Pune,HC GOLD,8.62,2026-01-25,2026-02-02,1160.48,Delivered
SHP00265,CryoViva India,Hyderabad,Bengaluru,HC SILVER,17.27,2026-03-13,2026-03-20,1550.15,Delayed
SHP00266,Redcliffe Labs,Chennai,Delhi,HC GOLD,18.93,2026-04-12,2026-04-14,2366.27,Delivered
SHP00267,Pathkind Labs,Kolkata,Lucknow,NFO,19.01,2026-02-05,2026-02-10,1475.96,Delayed
SHP00268,Tata 1mg,Kolkata,Mumbai,NFO,19.34,2026-06-02,,1613.64,In Transit
SHP00269,Oncquest Labs,Chandigarh,Bengaluru,NFO,9.22,2026-04-07,2026-04-11,834.77,Delivered
SHP00270,Metropolis Healthcare,Gurugram,Chandigarh,HC GOLD,17.97,2026-01-22,2026-01-25,2363.36,Delivered
SHP00271,Healthians,Noida,Hyderabad,NFO,2.74,2026-03-20,2026-03-24,215.56,Delivered
SHP00272,Suraksha Diagnostics,Gurugram,Mumbai,NFO,14.09,2026-04-15,2026-04-19,1105.75,Delivered
SHP00273,Suraksha Diagnostics,Ahmedabad,Chennai,NFO,10.64,2026-01-22,2026-01-27,852.3,Delivered
SHP00274,CORE Diagnostics,Kolkata,Noida,NFO,7.08,2026-02-07,2026-02-08,604.97,Delivered
SHP00275,Healthians,Hyderabad,Gurugram,NFO,6.54,2026-06-10,2026-06-20,527.49,Delayed
SHP00276,Metropolis Healthcare,Gurugram,Mumbai,NFO,10.19,2026-06-08,,966.23,In Transit
SHP00277,Suraksha Diagnostics,Hyderabad,Chennai,HC SILVER,21.56,2026-06-02,2026-06-04,2328.43,Delivered
SHP00278,Healthians,Mumbai,Pune,NFO,10.26,2026-03-23,2026-03-31,995.89,Delayed
SHP00279,Suraksha Diagnostics,Mumbai,Kolkata,NFO,19.75,2026-04-04,2026-04-08,1759.43,Delayed
SHP00280,Pathkind Labs,Pune,Noida,NFO,18.32,2026-02-23,,1514.9,In Transit
SHP00281,Suraksha Diagnostics,Lucknow,Gurugram,HC GOLD,3.91,2026-03-19,2026-03-21,506.18,Delivered
SHP00282,Oncquest Labs,Kolkata,Gurugram,HC SILVER,12.24,2026-04-13,2026-04-23,1204.56,Delayed
SHP00283,Dr Lal PathLabs,Chennai,Ahmedabad,HC GOLD,2.58,2026-03-05,2026-03-08,282.07,Delivered
SHP00284,Suraksha Diagnostics,Chandigarh,Lucknow,HC SILVER,8.62,2026-04-21,2026-04-23,841.56,Delivered
SHP00285,Dr Lal PathLabs,Pune,Ahmedabad,HC GOLD,5.92,2026-04-06,2026-04-10,743.89,Delivered
SHP00286,Healthians,Pune,Noida,HC SILVER,12.33,2026-03-17,2026-03-24,1095.7,Delivered
SHP00287,Oncquest Labs,Bengaluru,Kolkata,HC GOLD,13.27,2026-03-31,2026-04-04,1710.54,Delivered
SHP00288,Metropolis Healthcare,Chennai,Gurugram,NFO,17.91,2026-01-06,2026-01-11,1627.83,Delayed
SHP00289,Pathkind Labs,Noida,Bengaluru,NFO,4.42,2026-05-24,2026-05-30,397.28,Delivered
SHP00290,Suraksha Diagnostics,Noida,Lucknow,NFO,18.57,2026-02-20,2026-03-01,1574.04,Delayed
SHP00291,Redcliffe Labs,Lucknow,Mumbai,NFO,17.74,2026-01-17,2026-01-22,1559.5,Delivered
SHP00292,Redcliffe Labs,Chennai,Kolkata,NFO,6.93,2026-05-06,2026-05-15,618.06,Delayed
SHP00293,Dr Lal PathLabs,Ahmedabad,Kolkata,NFO,9.12,2026-04-28,2026-05-03,834.5,Delivered
SHP00294,Dr Lal PathLabs,Bengaluru,Chandigarh,NFO,3.78,2026-01-31,2026-02-04,344.87,Delivered
SHP00295,Suraksha Diagnostics,Pune,Kolkata,HC GOLD,14.58,2026-04-19,2026-04-21,1877.95,Delivered
SHP00296,Pathkind Labs,Chandigarh,Noida,NFO,7.58,2026-02-17,,652.51,In Transit
SHP00297,CryoViva India,Delhi,Kolkata,NFO,5.28,2026-04-09,2026-04-19,449.82,Delayed
SHP00298,Oncquest Labs,Hyderabad,Kolkata,NFO,2.53,2026-01-08,2026-01-11,222.45,Delivered
SHP00299,Dr Lal PathLabs,Noida,Pune,HC GOLD,19.27,2026-05-21,2026-05-26,2236.03,Delivered
SHP00300,Pathkind Labs,Pune,Chennai,HC SILVER,1.52,2026-04-23,2026-04-28,133.66,Delivered
SHP00301,Metropolis Healthcare,Chandigarh,Mumbai,HC SILVER,1.29,2026-03-09,,135.32,In Transit
SHP00302,Redcliffe Labs,Hyderabad,Gurugram,NFO,18.57,2026-06-26,,1701.08,In Transit
SHP00303,CORE Diagnostics,Chandigarh,Kolkata,HC GOLD,19.73,2026-02-22,2026-02-27,2445.9,Delayed
SHP00304,CORE Diagnostics,Ahmedabad,Pune,NFO,17.75,2026-03-16,2026-03-21,1551.91,Delivered
SHP00305,CORE Diagnostics,Chandigarh,Gurugram,HC SILVER,19.75,2026-01-16,,1996.28,In Transit
SHP00306,Redcliffe Labs,Lucknow,Noida,NFO,8.39,2026-03-05,2026-03-12,689.74,Delivered
SHP00307,Oncquest Labs,Kolkata,Hyderabad,NFO,19.97,2026-01-24,2026-02-01,1822.51,Delayed
SHP00308,Oncquest Labs,Chennai,Pune,NFO,0.56,2026-01-24,2026-02-01,52.96,Delayed
SHP00309,Redcliffe Labs,Pune,Kolkata,HC SILVER,20.71,2026-05-07,2026-05-10,1936.83,Delivered
SHP00310,Dr Lal PathLabs,Ahmedabad,Noida,HC SILVER,19.81,2026-06-24,2026-06-27,1701.42,Delivered
SHP00311,Oncquest Labs,Noida,Pune,NFO,23.97,2026-02-21,2026-02-27,1914.68,Delayed
SHP00312,Healthians,Bengaluru,Gurugram,NFO,9.61,2026-06-16,2026-06-18,797.55,Delivered
SHP00313,Suraksha Diagnostics,Lucknow,Mumbai,HC GOLD,17.74,2026-01-01,2026-01-06,2036.3,Delivered
SHP00314,CryoViva India,Chandigarh,Hyderabad,NFO,8.92,2026-01-31,2026-02-07,772.93,Delayed
SHP00315,Tata 1mg,Mumbai,Hyderabad,HC GOLD,3.01,2026-03-22,2026-03-26,383.01,Delivered
SHP00316,Tata 1mg,Chandigarh,Noida,HC GOLD,0.71,2026-06-16,2026-06-18,81.22,Delivered
SHP00317,Suraksha Diagnostics,Lucknow,Noida,HC GOLD,11.34,2026-02-25,2026-02-27,1425.29,Delivered
SHP00318,Suraksha Diagnostics,Kolkata,Chennai,NFO,3.93,2026-03-12,2026-03-13,350.75,Delivered
SHP00319,CryoViva India,Ahmedabad,Bengaluru,HC SILVER,16.63,2026-03-19,2026-03-27,1623.11,Delayed
SHP00320,Metropolis Healthcare,Lucknow,Kolkata,HC GOLD,19.7,2026-03-03,2026-03-09,2504.71,Delivered
SHP00321,CryoViva India,Gurugram,Ahmedabad,HC SILVER,23.38,2026-02-03,,2464.85,In Transit
SHP00322,Pathkind Labs,Kolkata,Chennai,HC GOLD,19.19,2026-01-19,2026-01-22,2080.46,Delayed
SHP00323,CryoViva India,Mumbai,Delhi,HC SILVER,10.25,2026-03-15,,977.51,In Transit
SHP00324,Tata 1mg,Lucknow,Kolkata,HC GOLD,13.67,2026-02-09,2026-02-12,1686.05,Delivered
SHP00325,Pathkind Labs,Mumbai,Noida,NFO,14.87,2026-06-16,2026-06-17,1368.21,Delivered
SHP00326,Redcliffe Labs,Mumbai,Delhi,NFO,11.14,2026-04-27,2026-05-04,925.43,Delayed
SHP00327,CORE Diagnostics,Lucknow,Chandigarh,NFO,17.84,2026-06-29,2026-06-30,1496.2,Delivered
SHP00328,CORE Diagnostics,Pune,Bengaluru,NFO,18.87,2026-03-10,,1804.4,In Transit
SHP00329,Metropolis Healthcare,Chennai,Hyderabad,HC GOLD,6.94,2026-05-28,2026-05-29,824.5,Delivered
SHP00330,CORE Diagnostics,Hyderabad,Chandigarh,NFO,6.75,2026-01-27,2026-02-03,549.14,Delayed
SHP00331,CryoViva India,Pune,Delhi,HC SILVER,0.8,2026-01-12,2026-01-16,71.25,Delivered
SHP00332,Suraksha Diagnostics,Delhi,Ahmedabad,NFO,6.58,2026-03-23,,514.26,In Transit
SHP00333,Pathkind Labs,Chennai,Gurugram,HC GOLD,1.79,2026-02-27,2026-03-04,197.02,Delivered
SHP00334,Metropolis Healthcare,Hyderabad,Bengaluru,NFO,14.05,2026-01-03,2026-01-06,1309.05,Delivered
SHP00335,Redcliffe Labs,Lucknow,Ahmedabad,NFO,15.0,2026-05-07,2026-05-15,1389.9,Delayed
SHP00336,CryoViva India,Mumbai,Noida,HC SILVER,1.09,2026-05-19,2026-05-24,117.81,Delayed
SHP00337,Suraksha Diagnostics,Delhi,Lucknow,HC SILVER,18.32,2026-01-27,2026-02-01,1749.02,Delayed
SHP00338,Metropolis Healthcare,Delhi,Mumbai,NFO,23.07,2026-05-14,2026-05-22,1989.61,Delayed
SHP00339,Dr Lal PathLabs,Lucknow,Gurugram,NFO,3.77,2026-04-11,2026-04-18,293.39,Delayed
SHP00340,Redcliffe Labs,Chandigarh,Noida,NFO,21.35,2026-04-11,2026-04-14,1739.26,Delivered
SHP00341,Dr Lal PathLabs,Mumbai,Noida,NFO,3.09,2026-04-26,2026-04-30,271.58,Delivered
SHP00342,Metropolis Healthcare,Mumbai,Pune,NFO,21.39,2026-01-24,,1948.17,In Transit
SHP00343,CryoViva India,Lucknow,Ahmedabad,NFO,21.49,2026-02-07,2026-02-11,2086.22,Delayed
SHP00344,CryoViva India,Kolkata,Ahmedabad,HC GOLD,6.87,2026-02-14,2026-02-15,856.54,Delivered
SHP00345,Tata 1mg,Pune,Mumbai,NFO,20.2,2026-02-05,2026-02-07,1601.41,Delivered
SHP00346,Tata 1mg,Kolkata,Chennai,HC GOLD,6.84,2026-01-20,2026-01-24,829.71,Delivered
SHP00347,Healthians,Noida,Gurugram,NFO,23.59,2026-01-13,2026-01-20,2216.54,Delayed
SHP00348,CryoViva India,Kolkata,Pune,NFO,10.95,2026-04-01,2026-04-03,941.46,Delivered
SHP00349,Dr Lal PathLabs,Noida,Delhi,HC GOLD,6.52,2026-03-17,2026-03-21,797.86,Delivered
SHP00350,Suraksha Diagnostics,Gurugram,Chennai,NFO,5.39,2026-05-15,2026-05-23,503.37,Delayed
SHP00351,Oncquest Labs,Kolkata,Chennai,HC GOLD,12.37,2026-05-25,2026-05-30,1402.69,Delivered
SHP00352,Redcliffe Labs,Chennai,Chandigarh,NFO,20.36,2026-03-13,,1986.53,In Transit
SHP00353,Dr Lal PathLabs,Pune,Chennai,HC SILVER,24.36,2026-01-26,2026-01-31,2236.98,Delayed
SHP00354,Redcliffe Labs,Lucknow,Delhi,HC GOLD,24.58,2026-04-10,,3385.8,In Transit
SHP00355,Redcliffe Labs,Noida,Mumbai,HC GOLD,20.25,2026-06-28,2026-07-03,2614.35,Delayed
SHP00356,Dr Lal PathLabs,Chennai,Chandigarh,NFO,23.74,2026-05-07,2026-05-13,1861.64,Delivered
SHP00357,Redcliffe Labs,Mumbai,Chandigarh,NFO,12.21,2026-03-26,2026-03-31,1022.48,Delivered
SHP00358,CryoViva India,Noida,Kolkata,NFO,14.87,2026-02-06,,1303.86,In Transit
SHP00359,Healthians,Chennai,Gurugram,HC GOLD,16.72,2026-05-31,2026-06-01,1874.2,Delivered
SHP00360,Oncquest Labs,Noida,Hyderabad,HC GOLD,4.77,2026-05-24,,566.22,In Transit
SHP00361,CORE Diagnostics,Chandigarh,Ahmedabad,NFO,18.48,2026-03-17,2026-03-19,1786.31,Delivered
SHP00362,Dr Lal PathLabs,Ahmedabad,Kolkata,NFO,15.26,2026-06-06,2026-06-14,1201.15,Delayed
SHP00363,Healthians,Hyderabad,Noida,HC GOLD,6.33,2026-03-23,2026-03-27,839.67,Delayed
SHP00364,Healthians,Chandigarh,Lucknow,NFO,7.0,2026-03-05,2026-03-06,551.57,Delivered
SHP00365,Suraksha Diagnostics,Delhi,Gurugram,NFO,10.78,2026-02-12,2026-02-16,905.13,Delivered
SHP00366,Oncquest Labs,Kolkata,Gurugram,HC GOLD,14.66,2026-06-25,2026-06-27,1934.77,Delivered
SHP00367,CryoViva India,Delhi,Chennai,NFO,23.82,2026-01-19,2026-01-22,1903.68,Delivered
SHP00368,Tata 1mg,Gurugram,Ahmedabad,NFO,24.64,2026-05-04,2026-05-05,1971.35,Delivered
SHP00369,CryoViva India,Kolkata,Noida,NFO,5.54,2026-02-18,2026-02-28,508.81,Delayed
SHP00370,Metropolis Healthcare,Lucknow,Pune,HC GOLD,7.79,2026-01-25,2026-01-26,1037.59,Delivered
SHP00371,Healthians,Noida,Delhi,NFO,2.65,2026-06-19,2026-06-25,214.38,Delivered
SHP00372,Tata 1mg,Chandigarh,Bengaluru,NFO,3.33,2026-04-12,2026-04-16,273.5,Delivered
SHP00373,Suraksha Diagnostics,Chandigarh,Pune,NFO,22.19,2026-04-05,2026-04-09,1916.83,Delivered
SHP00374,Dr Lal PathLabs,Mumbai,Chennai,NFO,18.93,2026-06-20,2026-06-21,1773.25,Delivered
SHP00375,Redcliffe Labs,Kolkata,Chandigarh,HC GOLD,21.1,2026-05-14,2026-05-23,2641.33,Delayed
SHP00376,Metropolis Healthcare,Mumbai,Pune,NFO,22.62,2026-01-09,2026-01-20,2115.19,Delayed
SHP00377,CORE Diagnostics,Chandigarh,Ahmedabad,NFO,19.05,2026-02-14,2026-02-16,1508.41,Delivered
SHP00378,Suraksha Diagnostics,Kolkata,Gurugram,NFO,20.65,2026-02-07,2026-02-12,1898.79,Delivered
SHP00379,Suraksha Diagnostics,Gurugram,Noida,HC GOLD,14.03,2026-03-12,2026-03-17,1520.44,Delivered
SHP00380,Dr Lal PathLabs,Lucknow,Ahmedabad,HC GOLD,10.78,2026-04-17,2026-04-19,1352.68,Delivered
SHP00381,Dr Lal PathLabs,Gurugram,Noida,HC GOLD,19.75,2026-05-18,2026-05-21,2520.96,Delivered
SHP00382,Oncquest Labs,Ahmedabad,Chandigarh,NFO,7.25,2026-02-06,2026-02-16,560.6,Delayed
SHP00383,CryoViva India,Chennai,Mumbai,HC GOLD,23.06,2026-04-06,2026-04-07,2700.13,Delivered
SHP00384,Tata 1mg,Bengaluru,Pune,HC SILVER,6.08,2026-03-18,,639.09,In Transit
SHP00385,Dr Lal PathLabs,Bengaluru,Hyderabad,HC GOLD,5.1,2026-02-24,2026-03-05,667.0,Delayed
SHP00386,Pathkind Labs,Chennai,Delhi,HC GOLD,2.11,2026-05-10,2026-05-14,261.07,Delivered
SHP00387,CORE Diagnostics,Ahmedabad,Delhi,NFO,20.91,2026-01-15,2026-01-17,2007.53,Delivered
SHP00388,Metropolis Healthcare,Lucknow,Mumbai,NFO,11.87,2026-04-12,2026-04-15,969.08,Delayed
SHP00389,Oncquest Labs,Hyderabad,Chandigarh,NFO,21.83,2026-05-31,2026-06-05,2058.57,Delivered
SHP00390,Metropolis Healthcare,Bengaluru,Gurugram,NFO,1.72,2026-05-27,,139.67,In Transit
SHP00391,Redcliffe Labs,Mumbai,Lucknow,NFO,10.53,2026-01-06,2026-01-07,950.4,Delivered
SHP00392,Redcliffe Labs,Ahmedabad,Delhi,NFO,20.22,2026-03-20,2026-03-23,1912.74,Delivered
SHP00393,Redcliffe Labs,Hyderabad,Bengaluru,NFO,17.09,2026-06-09,2026-06-15,1310.05,Delayed
SHP00394,Pathkind Labs,Chandigarh,Chennai,HC GOLD,15.42,2026-03-18,2026-03-21,1961.7,Delivered
SHP00395,Metropolis Healthcare,Bengaluru,Chennai,NFO,13.17,2026-03-03,,1247.44,In Transit
SHP00396,Healthians,Ahmedabad,Kolkata,HC GOLD,18.17,2026-06-17,2026-06-21,2190.52,Delivered
SHP00397,Dr Lal PathLabs,Kolkata,Delhi,HC GOLD,14.52,2026-02-18,2026-02-24,1867.12,Delayed
SHP00398,Healthians,Chandigarh,Hyderabad,HC GOLD,21.21,2026-06-18,2026-06-23,2590.24,Delivered
SHP00399,Pathkind Labs,Lucknow,Bengaluru,HC GOLD,4.99,2026-06-24,2026-06-29,572.19,Delayed
SHP00400,Suraksha Diagnostics,Mumbai,Chennai,HC GOLD,8.62,2026-03-08,2026-03-13,961.42,Delivered
SHP00401,Dr Lal PathLabs,Delhi,Lucknow,HC GOLD,15.71,2026-05-01,2026-05-05,2105.53,Delayed
SHP00402,Metropolis Healthcare,Kolkata,Ahmedabad,NFO,21.84,2026-02-08,2026-02-10,2128.92,Delivered
SHP00403,Healthians,Hyderabad,Noida,HC SILVER,4.92,2026-01-21,2026-01-25,441.32,Delivered
SHP00404,CryoViva India,Chandigarh,Delhi,NFO,5.63,2026-02-13,,449.65,In Transit
SHP00405,Dr Lal PathLabs,Gurugram,Mumbai,NFO,11.02,2026-04-20,2026-04-27,889.73,Delivered
SHP00406,Healthians,Chennai,Delhi,HC GOLD,13.51,2026-01-05,2026-01-09,1550.79,Delayed
SHP00407,CORE Diagnostics,Chennai,Bengaluru,NFO,12.83,2026-03-20,2026-03-22,1062.8,Delivered
SHP00408,Pathkind Labs,Bengaluru,Pune,HC GOLD,8.78,2026-06-25,2026-06-27,1077.35,Delivered
SHP00409,Suraksha Diagnostics,Mumbai,Noida,NFO,6.0,2026-02-03,2026-02-07,534.19,Delayed
SHP00410,Healthians,Noida,Gurugram,HC GOLD,19.91,2026-04-07,,2469.68,In Transit
SHP00411,CryoViva India,Delhi,Chandigarh,HC GOLD,16.51,2026-01-06,2026-01-09,1989.51,Delayed
SHP00412,Pathkind Labs,Kolkata,Gurugram,NFO,17.7,2026-02-22,2026-02-23,1392.03,Delivered
SHP00413,Dr Lal PathLabs,Pune,Bengaluru,HC GOLD,3.86,2026-01-27,2026-02-07,430.51,Delayed
SHP00414,Oncquest Labs,Gurugram,Noida,NFO,5.39,2026-03-09,2026-03-14,459.27,Delivered
SHP00415,Pathkind Labs,Noida,Delhi,NFO,5.59,2026-05-04,2026-05-10,438.21,Delivered
SHP00416,Oncquest Labs,Gurugram,Chandigarh,NFO,2.71,2026-05-11,2026-05-14,259.42,Delayed
SHP00417,Oncquest Labs,Chandigarh,Mumbai,HC SILVER,7.75,2026-04-29,2026-04-30,823.52,Delivered
SHP00418,Healthians,Bengaluru,Kolkata,NFO,3.34,2026-01-12,,265.33,In Transit
SHP00419,Healthians,Chandigarh,Noida,NFO,11.22,2026-06-09,2026-06-14,947.17,Delayed
SHP00420,Tata 1mg,Chennai,Noida,NFO,24.08,2026-03-11,2026-03-20,2251.43,Delayed
SHP00421,Tata 1mg,Chandigarh,Noida,NFO,18.3,2026-02-10,2026-02-11,1587.65,Delivered
SHP00422,Oncquest Labs,Ahmedabad,Lucknow,NFO,9.8,2026-04-02,2026-04-07,932.95,Delivered
SHP00423,Oncquest Labs,Lucknow,Noida,HC SILVER,3.27,2026-04-16,2026-04-23,303.99,Delivered
SHP00424,Pathkind Labs,Lucknow,Chandigarh,HC GOLD,14.63,2026-05-25,2026-05-31,1807.87,Delayed
SHP00425,Tata 1mg,Lucknow,Ahmedabad,NFO,18.3,2026-05-04,2026-05-12,1457.76,Delayed
SHP00426,CryoViva India,Pune,Chandigarh,NFO,23.39,2026-05-10,,2035.78,In Transit
SHP00427,Oncquest Labs,Noida,Gurugram,NFO,8.61,2026-03-13,2026-03-17,759.39,Delayed
SHP00428,Redcliffe Labs,Kolkata,Hyderabad,NFO,11.38,2026-05-27,2026-05-31,978.68,Delivered
SHP00429,CryoViva India,Gurugram,Pune,NFO,10.6,2026-05-23,2026-05-28,989.25,Delivered
SHP00430,Metropolis Healthcare,Ahmedabad,Lucknow,HC SILVER,14.28,2026-06-17,2026-06-21,1239.35,Delivered
SHP00431,Healthians,Mumbai,Pune,HC GOLD,15.68,2026-05-02,2026-05-10,1747.08,Delayed
SHP00432,CryoViva India,Chandigarh,Mumbai,NFO,20.83,2026-03-16,2026-03-25,1904.27,Delayed
SHP00433,Oncquest Labs,Delhi,Mumbai,NFO,18.06,2026-04-15,2026-04-16,1453.56,Delivered
SHP00434,Oncquest Labs,Kolkata,Mumbai,HC SILVER,5.17,2026-03-28,,492.93,In Transit
SHP00435,Dr Lal PathLabs,Chandigarh,Lucknow,NFO,22.35,2026-04-28,2026-05-06,2167.55,Delayed
SHP00436,CryoViva India,Delhi,Ahmedabad,HC GOLD,11.1,2026-05-30,2026-06-06,1429.18,Delayed
SHP00437,Tata 1mg,Noida,Mumbai,NFO,15.21,2026-03-24,2026-03-29,1360.4,Delivered
SHP00438,Metropolis Healthcare,Lucknow,Mumbai,NFO,8.9,2026-03-17,,706.07,In Transit
SHP00439,Pathkind Labs,Kolkata,Chandigarh,NFO,17.69,2026-03-22,2026-03-30,1428.8,Delayed
SHP00440,Healthians,Ahmedabad,Bengaluru,HC SILVER,3.75,2026-06-16,2026-06-24,382.46,Delayed
SHP00441,Healthians,Chennai,Gurugram,HC GOLD,14.78,2026-06-20,2026-06-30,1723.02,Delayed
SHP00442,Pathkind Labs,Kolkata,Delhi,NFO,9.83,2026-01-14,2026-01-15,916.08,Delivered
SHP00443,Metropolis Healthcare,Bengaluru,Lucknow,NFO,2.02,2026-03-17,,177.76,In Transit
SHP00444,Tata 1mg,Chennai,Pune,HC GOLD,17.05,2026-05-24,2026-06-01,2040.32,Delayed
SHP00445,CryoViva India,Pune,Bengaluru,HC SILVER,10.0,2026-06-25,2026-06-30,858.08,Delayed
SHP00446,Dr Lal PathLabs,Bengaluru,Mumbai,HC SILVER,21.58,2026-04-24,2026-04-30,2232.1,Delayed
SHP00447,Redcliffe Labs,Pune,Chandigarh,HC GOLD,24.13,2026-03-17,2026-03-21,2659.95,Delivered
SHP00448,Tata 1mg,Noida,Ahmedabad,NFO,11.0,2026-05-23,2026-05-28,842.82,Delivered
SHP00449,CryoViva India,Hyderabad,Noida,NFO,8.4,2026-01-14,,760.75,In Transit
SHP00450,Pathkind Labs,Hyderabad,Chandigarh,NFO,19.71,2026-03-23,2026-03-28,1725.86,Delivered
SHP00451,Suraksha Diagnostics,Pune,Noida,HC GOLD,10.38,2026-03-31,2026-04-02,1224.13,Delivered
SHP00452,Dr Lal PathLabs,Bengaluru,Mumbai,HC GOLD,24.92,2026-06-16,2026-06-17,3024.54,Delivered
SHP00453,Dr Lal PathLabs,Chandigarh,Ahmedabad,NFO,1.48,2026-03-24,,142.94,In Transit
SHP00454,Pathkind Labs,Kolkata,Bengaluru,HC GOLD,1.11,2026-05-13,2026-05-22,134.72,Delayed
SHP00455,Redcliffe Labs,Delhi,Chennai,NFO,2.52,2026-01-25,,221.59,In Transit
SHP00456,Tata 1mg,Delhi,Lucknow,NFO,15.92,2026-02-24,,1253.04,In Transit
SHP00457,Tata 1mg,Pune,Kolkata,HC GOLD,4.27,2026-04-28,2026-05-02,483.96,Delivered
SHP00458,Tata 1mg,Bengaluru,Ahmedabad,HC GOLD,6.08,2026-03-08,2026-03-12,730.41,Delivered
SHP00459,Suraksha Diagnostics,Chennai,Delhi,HC GOLD,13.6,2026-06-14,2026-06-19,1707.73,Delivered
SHP00460,Healthians,Lucknow,Gurugram,HC SILVER,3.1,2026-06-25,2026-06-30,285.78,Delayed
SHP00461,Suraksha Diagnostics,Hyderabad,Kolkata,HC SILVER,1.26,2026-02-10,2026-02-17,131.57,Delivered
SHP00462,CORE Diagnostics,Pune,Bengaluru,NFO,22.23,2026-06-15,2026-06-18,1962.8,Delivered
SHP00463,CryoViva India,Gurugram,Delhi,HC GOLD,10.16,2026-05-21,2026-05-25,1372.68,Delivered
SHP00464,Suraksha Diagnostics,Chennai,Mumbai,HC SILVER,21.36,2026-02-06,2026-02-10,1924.86,Delivered
SHP00465,Dr Lal PathLabs,Noida,Lucknow,HC SILVER,21.36,2026-05-21,2026-05-31,1863.39,Delayed
SHP00466,Metropolis Healthcare,Chandigarh,Gurugram,NFO,18.28,2026-05-05,2026-05-11,1489.52,Delivered
SHP00467,Tata 1mg,Bengaluru,Chandigarh,HC SILVER,8.29,2026-04-26,2026-05-03,845.33,Delayed
SHP00468,Dr Lal PathLabs,Noida,Chandigarh,NFO,8.25,2026-04-20,2026-04-22,768.86,Delivered
SHP00469,Suraksha Diagnostics,Lucknow,Chandigarh,NFO,9.31,2026-06-23,2026-06-26,783.19,Delivered
SHP00470,Pathkind Labs,Bengaluru,Pune,NFO,16.32,2026-01-21,,1535.09,In Transit
